age,edu,edunumber,gender,gov,marriage,relation,skin,workhour,occupation,income
27,2,10,2,3,4,2,1,40,4,0
17,14,6,2,1,3,2,1,18,3,0
29,2,10,2,1,3,4,1,40,2,0
18,3,7,2,1,3,2,1,30,3,0
20,2,10,1,1,3,4,1,30,4,0
69,4,0,1,0,1,3,1,24,0,0
18,2,10,2,6,3,4,1,40,3,0
56,4,0,2,1,3,4,5,40,3,0
40,2,10,2,1,4,6,1,8,3,0
46,2,10,1,1,2,4,1,40,5,0
41,11,8,1,1,1,3,5,40,0,0
53,2,10,2,1,5,6,1,40,5,0
50,12,14,1,1,1,3,1,50,5,1
23,3,7,1,1,3,2,1,50,7,0
40,1,13,1,1,6,4,1,40,5,1
54,2,10,1,3,1,3,1,40,0,1
45,2,10,2,1,2,4,1,40,5,0
53,4,0,1,5,1,3,5,40,0,1
17,3,7,1,0,3,2,1,20,0,0
50,1,13,2,5,2,4,1,40,5,1
22,1,13,1,0,3,4,1,25,0,0
30,1,13,1,1,3,6,1,40,3,0
40,1,13,1,3,1,3,1,40,2,0
36,12,14,1,6,3,4,1,40,6,0
25,7,12,1,2,3,4,1,50,4,0
29,4,0,1,1,1,3,1,40,8,0
29,1,13,1,1,3,2,1,50,0,0
22,1,13,2,1,3,4,1,40,4,0
56,1,13,2,1,2,6,5,50,6,0
60,12,14,1,5,1,3,1,40,5,1
37,4,0,1,1,1,3,1,50,8,0
53,10,4,2,1,2,4,1,40,8,0
23,2,10,2,6,3,2,1,20,0,0
18,4,0,2,1,3,5,1,10,0,0
36,2,10,2,1,2,4,1,45,4,0
67,4,0,1,3,1,3,1,50,5,1
31,4,0,1,1,3,4,1,60,7,0
26,1,13,1,1,1,3,1,48,4,1
18,3,7,2,1,3,5,2,20,0,0
45,12,14,2,5,2,6,5,40,6,0
64,3,7,1,1,1,3,1,40,4,0
26,4,0,2,1,3,4,1,38,4,0
53,2,10,2,1,2,4,1,40,6,0
27,4,0,1,1,3,5,1,28,7,0
32,2,10,1,1,2,6,3,40,8,0
49,4,0,2,2,2,6,1,30,5,1
59,14,6,1,1,1,3,1,40,2,1
44,12,14,1,1,1,3,1,55,6,1
61,4,0,1,2,1,3,1,60,0,0
41,4,0,2,0,2,6,1,40,0,0
46,4,0,2,6,4,6,1,37,0,0
32,4,0,1,1,3,4,1,40,0,0
29,4,0,2,1,3,4,1,35,4,0
48,12,14,1,1,3,4,1,40,5,0
32,2,10,2,1,2,6,1,30,5,0
21,4,0,2,1,3,2,1,35,7,0
50,5,15,1,2,1,3,1,50,6,1
44,12,14,1,5,1,3,1,44,6,1
51,4,0,2,1,4,5,1,40,0,0
42,4,0,1,1,1,3,1,40,2,1
27,1,13,2,1,3,2,1,40,0,0
70,4,0,1,2,1,3,1,3,5,0
33,4,0,2,1,2,4,1,40,5,0
65,4,0,1,2,1,3,1,60,0,1
39,12,14,1,1,3,4,1,40,0,0
32,4,0,1,1,1,3,1,40,2,0
30,2,10,2,1,2,6,1,40,6,0
43,2,10,1,3,1,3,1,40,5,0
31,0,5,1,1,3,2,1,40,3,0
64,1,13,2,4,2,4,5,40,0,0
37,2,10,1,5,4,2,4,52,0,0
49,4,0,1,2,2,4,1,40,4,0
29,3,7,1,1,3,2,1,48,8,0
35,4,0,1,5,2,4,1,40,5,0
37,7,12,1,1,1,3,1,45,6,0
42,12,14,1,6,1,3,1,50,6,1
21,2,10,1,0,3,2,1,40,0,0
23,7,12,1,1,3,4,1,40,4,0
35,4,0,2,5,3,6,5,40,3,0
29,8,11,1,6,1,3,1,40,0,1
23,2,10,2,1,3,6,1,25,3,0
21,2,10,2,1,3,4,1,20,3,0
45,1,13,1,1,3,4,1,40,6,0
24,1,13,1,0,3,4,1,50,0,0
38,4,0,1,1,3,4,1,50,7,0
28,14,6,2,0,3,2,1,38,0,0
23,4,0,2,1,3,6,1,48,4,0
39,1,13,1,2,3,2,2,60,4,0
45,12,14,1,1,1,3,1,50,5,1
68,7,12,2,1,2,4,1,43,5,0
60,8,11,1,4,2,6,1,40,6,1
38,15,16,2,6,1,1,1,40,6,1
41,11,8,1,1,4,4,5,40,2,0
48,4,0,1,1,2,5,1,40,2,0
33,4,0,1,1,1,3,1,40,8,0
48,8,11,1,1,1,3,1,40,2,0
23,2,10,2,5,3,2,1,20,0,0
26,0,5,1,1,1,3,1,45,2,0
55,1,13,1,3,1,3,1,50,5,1
35,12,14,1,6,1,3,1,75,6,0
52,2,10,1,1,1,3,1,55,5,1
46,4,0,2,6,4,6,1,38,0,0
72,4,0,1,0,1,3,2,1,0,0
18,4,0,2,1,3,2,1,30,3,0
62,4,0,1,5,2,5,1,40,0,0
22,2,10,2,1,3,2,1,30,0,0
40,2,10,2,1,1,1,1,40,0,1
26,2,10,1,1,1,3,1,50,4,0
35,7,12,2,1,6,2,5,36,4,0
25,4,0,2,2,3,6,2,40,4,0
46,8,11,2,0,1,1,5,35,0,1
39,1,13,1,1,6,4,1,50,2,1
41,2,10,1,1,1,3,5,45,2,1
59,1,13,1,1,1,3,1,40,7,1
37,4,0,1,1,1,3,1,40,2,0
38,2,10,1,1,1,3,1,43,2,0
33,1,13,1,1,3,4,2,40,5,0
23,7,12,2,1,1,1,1,40,3,0
67,12,14,1,2,5,4,1,2,6,1
60,1,13,2,1,2,4,1,48,6,1
39,1,13,1,3,1,3,1,50,6,1
32,4,0,1,2,1,3,1,60,0,1
26,1,13,2,1,3,4,1,45,6,0
39,4,0,2,1,2,6,1,50,1,0
28,2,10,2,1,3,4,1,40,0,0
29,3,7,2,1,2,6,1,52,2,0
43,8,11,1,1,1,3,1,50,2,0
23,2,10,1,1,3,2,1,25,1,0
32,1,13,1,1,1,3,1,45,4,1
33,2,10,2,2,1,1,1,60,6,1
45,4,0,2,1,2,4,5,35,3,0
48,4,0,1,1,2,6,1,40,2,0
43,5,15,1,5,1,3,1,45,6,1
50,4,0,1,2,1,3,1,40,0,1
63,1,13,1,1,3,4,1,40,1,1
55,4,0,1,1,1,3,1,40,2,1
22,1,13,2,1,3,2,1,35,5,0
32,4,0,1,2,3,6,1,60,3,0
27,7,12,1,1,1,3,1,55,5,0
22,1,13,2,1,3,2,1,15,4,0
44,4,0,1,1,2,4,1,68,0,0
34,4,0,2,1,4,4,1,40,3,0
28,4,0,2,1,3,4,1,40,8,0
40,12,14,2,1,1,1,1,24,6,1
45,2,10,1,1,1,3,1,55,0,0
17,14,6,1,1,3,2,1,15,3,0
53,11,8,1,2,1,3,1,45,2,0
58,7,12,1,1,1,3,1,40,2,1
55,4,0,1,2,3,2,1,35,2,0
44,8,11,1,5,3,4,1,44,2,0
40,4,0,1,2,1,3,1,30,2,0
58,12,14,1,2,1,3,1,50,5,0
38,4,0,1,1,1,3,1,40,2,1
62,0,5,2,1,3,4,5,22,0,0
31,8,11,1,1,1,3,1,38,2,0
31,3,7,1,1,1,3,1,40,2,0
30,4,0,1,1,3,4,1,45,5,0
37,4,0,2,1,2,6,1,40,0,0
38,4,0,1,5,3,4,1,40,2,0
58,11,8,1,5,1,3,1,40,0,0
30,1,13,1,1,1,3,1,50,5,1
28,8,11,2,1,3,4,1,40,6,0
46,2,10,2,1,2,6,1,70,5,0
34,1,13,2,1,3,4,1,40,1,0
39,2,10,1,3,2,4,1,99,2,0
61,2,10,2,3,5,4,1,20,4,0
30,8,11,2,2,2,4,1,40,8,0
31,4,0,2,1,4,4,1,40,3,0
21,4,0,1,1,3,2,1,40,0,0
50,4,0,1,1,1,3,1,58,8,0
47,4,0,1,1,3,4,1,33,0,0
20,4,0,1,1,3,2,1,40,7,0
23,1,13,2,1,3,2,1,30,3,0
46,13,2,2,1,4,4,1,40,3,0
20,4,0,1,1,3,2,1,45,7,0
33,1,13,1,1,1,3,1,50,4,1
30,2,10,2,1,3,6,1,30,0,0
43,2,10,2,5,2,6,1,40,0,0
23,2,10,1,1,3,2,1,60,7,0
34,1,13,1,1,1,3,1,50,5,1
25,2,10,1,1,3,4,1,40,0,0
50,4,0,2,1,1,1,1,40,6,1
44,12,14,2,1,1,1,1,24,5,1
26,2,10,2,1,2,4,1,40,6,0
35,15,16,2,1,3,4,1,80,6,1
48,4,0,1,2,2,4,1,15,6,0
26,4,0,1,1,3,4,5,40,8,0
41,12,14,2,5,2,6,1,40,6,0
25,1,13,1,1,3,2,1,40,3,0
33,8,11,2,1,3,6,1,55,6,0
24,1,13,2,1,1,1,1,40,5,0
31,1,13,2,1,6,4,1,40,0,0
24,7,12,2,5,3,2,1,2,6,0
41,0,5,2,1,3,6,1,40,0,0
38,2,10,1,5,1,3,1,45,2,0
19,4,0,1,1,3,4,1,40,2,0
19,4,0,1,1,3,2,1,40,0,0
24,4,0,1,1,3,4,1,40,3,0
59,1,13,1,0,1,3,1,40,0,0
67,12,14,1,1,6,4,1,55,5,1
49,14,6,1,1,2,4,5,40,8,0
35,8,11,1,1,1,3,1,40,1,1
44,2,10,1,1,1,3,1,45,5,1
58,2,10,1,0,1,3,1,40,0,1
22,7,12,1,1,3,2,1,60,0,0
21,2,10,1,6,3,2,1,10,5,0
50,2,10,1,1,1,3,1,50,7,0
44,7,12,1,5,1,3,1,48,6,0
36,2,10,1,5,1,3,3,40,0,0
30,2,10,1,4,1,3,1,48,0,1
52,4,0,1,1,1,3,1,40,4,1
35,4,0,1,2,1,3,1,90,2,0
48,8,11,1,5,3,6,1,48,0,0
23,4,0,1,1,1,3,1,40,4,0
37,12,14,1,1,3,4,1,50,4,0
44,12,14,1,3,1,3,1,55,6,1
44,4,0,1,1,1,3,1,50,0,1
36,1,13,1,1,2,4,1,40,6,0
26,2,10,1,6,1,3,1,12,5,0
31,1,13,1,3,3,4,1,45,6,1
23,4,0,1,0,3,2,5,12,0,0
29,4,0,1,1,1,3,1,50,2,0
53,4,0,2,1,5,6,5,40,2,0
52,8,11,1,1,1,3,1,40,5,0
55,4,0,1,1,1,3,1,40,7,1
31,14,6,1,1,1,3,1,40,4,0
19,4,0,2,0,3,4,1,16,0,0
64,4,0,2,0,5,4,1,30,0,0
55,4,0,1,1,1,3,1,40,4,0
48,12,14,1,1,1,3,1,55,6,1
20,4,0,2,1,3,2,1,40,2,0
50,4,0,2,5,1,1,1,30,0,1
45,1,13,1,3,1,3,1,51,5,0
17,14,6,1,1,3,5,1,10,7,0
38,4,0,2,1,2,4,1,25,3,0
43,4,0,2,1,2,6,1,40,5,1
22,4,0,1,1,1,3,1,30,2,0
63,4,0,2,1,2,4,1,40,2,0
36,1,13,1,1,1,3,1,45,5,0
56,1,13,1,1,1,3,1,50,6,1
43,5,15,1,6,1,3,5,40,6,0
41,1,13,1,1,1,3,1,45,1,1
41,4,0,2,1,2,6,1,40,0,0
36,1,13,1,1,2,4,1,45,6,0
59,15,16,1,1,1,3,1,50,6,1
46,7,12,1,5,1,3,1,44,5,1
23,1,13,2,1,3,4,1,36,6,0
46,2,10,1,2,4,4,1,20,6,0
53,1,13,1,1,1,3,1,40,0,1
47,4,0,1,1,3,6,3,56,8,0
46,12,14,2,4,3,4,1,40,6,0
47,4,0,1,1,1,3,1,56,2,1
29,4,0,1,1,1,3,1,30,8,1
32,8,11,2,1,2,6,1,40,5,0
90,4,0,1,1,1,3,1,40,8,0
63,1,13,1,1,1,3,1,49,2,0
23,8,11,1,1,3,2,2,40,6,0
76,1,13,1,0,1,3,1,30,0,0
23,8,11,2,1,3,4,1,40,0,0
44,2,10,2,1,1,1,4,30,0,1
81,14,6,2,3,1,1,1,28,5,0
17,14,6,2,1,3,2,5,12,3,0
56,8,11,1,1,1,3,1,40,1,1
58,14,6,1,4,1,3,1,40,2,0
45,1,13,1,1,1,3,1,45,0,1
25,4,0,1,1,1,3,1,40,7,0
36,1,13,2,1,1,1,2,35,6,1
32,8,11,2,1,1,1,1,24,1,1
25,4,0,1,1,3,5,1,30,3,0
29,2,10,1,4,1,3,1,40,0,1
23,4,0,1,1,3,4,1,60,0,0
41,12,14,1,1,1,3,1,55,6,1
48,1,13,1,6,1,3,5,40,5,1
29,4,0,1,1,1,3,1,60,0,0
27,12,14,1,0,3,6,2,20,0,0
55,2,10,1,1,1,3,1,40,2,0
30,3,7,1,1,1,3,2,40,7,0
45,2,10,2,1,5,6,5,40,3,0
50,4,0,1,1,2,2,1,40,2,0
22,4,0,1,1,3,4,1,50,2,0
80,4,0,2,5,5,6,3,32,3,0
30,4,0,1,1,1,3,1,44,7,0
20,2,10,2,1,3,2,1,20,4,0
29,4,0,1,2,1,3,1,35,4,0
56,2,10,1,1,1,3,1,40,8,0
63,1,13,1,1,1,3,1,40,0,0
20,4,0,1,1,3,2,1,40,7,0
38,4,0,2,6,1,1,5,40,0,0
31,4,0,1,1,1,3,1,40,2,0
21,2,10,1,1,3,2,1,35,4,0
47,14,6,1,1,1,3,1,46,8,1
25,1,13,2,5,3,6,2,40,1,0
31,2,10,2,1,4,6,5,38,0,0
28,4,0,2,1,3,4,1,40,5,0
38,4,0,1,1,1,3,1,99,0,0
30,1,13,1,5,1,3,1,40,0,0
39,4,0,1,3,1,3,1,40,5,1
27,1,13,2,1,3,6,1,36,6,0
26,2,10,2,1,3,4,1,40,5,0
47,4,0,2,1,3,5,1,40,0,0
27,4,0,1,2,3,4,1,50,2,0
43,2,10,1,1,1,3,4,32,0,0
32,1,13,1,5,3,4,1,55,6,0
20,2,10,1,1,3,2,2,30,4,0
21,11,8,2,5,3,6,5,20,7,0
32,8,11,1,1,3,4,1,40,6,0
37,8,11,1,1,2,4,5,48,8,0
45,4,0,1,1,1,3,2,40,2,0
37,7,12,1,3,1,3,1,40,4,1
54,0,5,2,0,2,4,1,15,0,0
24,1,13,1,1,3,4,1,25,6,0
28,3,7,1,0,3,4,1,30,0,0
23,2,10,1,1,3,2,1,40,0,0
54,4,0,1,0,1,3,1,40,0,0
40,4,0,1,1,1,3,1,40,8,1
38,2,10,1,1,1,3,1,48,2,1
71,14,6,1,1,1,3,1,40,8,0
51,2,10,2,1,2,6,1,40,0,0
52,2,10,1,2,3,6,1,5,0,0
30,1,13,2,1,3,4,1,40,4,0
34,4,0,1,1,1,3,1,40,2,1
38,14,6,2,1,2,4,1,40,8,0
43,8,11,2,4,3,4,1,40,6,1
43,3,7,1,1,3,4,1,42,0,0
36,2,10,1,4,3,4,5,40,5,1
24,2,10,2,6,3,2,1,40,0,0
29,13,2,1,0,3,2,2,40,0,0
55,14,6,2,1,1,1,5,40,3,0
51,12,14,1,1,1,3,1,60,6,1
43,4,0,2,5,2,6,3,40,5,0
28,4,0,1,1,2,4,1,40,0,0
54,7,12,1,1,1,3,1,45,4,0
47,2,10,1,1,1,3,1,40,6,1
47,1,13,1,1,1,3,1,55,4,1
47,2,10,1,1,1,3,1,57,3,1
38,2,10,2,1,3,6,1,35,0,0
60,16,3,1,2,1,3,1,40,0,0
19,4,0,2,1,3,2,3,25,4,0
22,2,10,2,1,3,2,5,25,0,0
55,12,14,1,5,1,3,1,40,6,1
44,2,10,2,1,4,5,5,35,4,0
53,13,2,1,2,1,3,1,67,5,1
44,12,14,2,5,1,1,1,40,6,1
28,1,13,1,4,3,4,1,50,0,0
30,2,10,2,5,3,6,5,40,0,0
39,4,0,2,5,3,2,3,40,5,0
43,4,0,2,6,2,6,1,40,5,0
24,1,13,2,1,3,5,1,40,4,0
27,8,11,1,5,3,4,1,56,0,0
64,16,3,1,2,1,3,1,70,0,0
41,2,10,1,5,1,3,1,40,0,1
28,4,0,1,1,3,2,1,40,0,0
61,4,0,1,1,1,3,1,30,6,0
27,3,7,2,1,2,6,1,40,8,0
49,2,10,2,1,2,4,1,32,0,0
20,2,10,1,1,1,3,1,40,2,0
41,1,13,2,1,3,4,1,40,6,0
28,4,0,1,5,1,3,1,40,2,0
36,4,0,1,1,2,4,1,40,8,0
44,1,13,1,2,2,2,1,40,2,0
51,1,13,2,1,1,1,1,20,0,1
40,2,10,2,1,2,6,5,38,6,0
19,4,0,2,1,3,4,1,40,2,0
54,2,10,2,1,1,1,1,40,6,0
55,4,0,1,2,2,4,1,40,2,0
57,8,11,2,1,5,4,1,40,6,0
29,2,10,2,1,4,4,1,30,0,0
51,4,0,2,1,2,6,1,43,4,0
44,4,0,1,1,2,4,1,37,3,0
35,8,11,1,5,1,3,1,42,0,0
40,4,0,1,1,2,4,1,40,0,0
46,10,4,2,1,4,4,1,32,3,0
25,2,10,1,1,1,3,1,60,2,1
33,1,13,1,1,3,4,1,36,6,0
32,2,10,2,1,3,5,1,40,8,0
22,4,0,2,1,3,4,1,40,1,0
39,2,10,2,1,1,1,2,40,4,0
18,4,0,1,2,3,2,2,40,0,0
43,4,0,2,1,2,6,5,45,0,0
46,4,0,1,1,3,5,1,40,1,0
63,2,10,1,1,1,3,1,48,4,1
40,2,10,1,0,1,3,1,8,0,0
59,1,13,1,1,1,3,1,60,5,1
40,12,14,2,5,3,4,1,40,6,0
23,4,0,1,1,3,2,1,35,3,0
64,4,0,1,0,1,3,1,10,0,0
36,8,11,1,1,1,3,1,60,4,0
48,4,0,2,1,2,6,1,40,8,0
43,2,10,2,1,1,1,1,40,6,1
18,14,6,2,1,3,2,1,30,3,0
17,3,7,1,1,3,2,1,16,2,0
36,5,15,1,1,1,3,1,50,6,0
53,4,0,1,1,1,3,1,40,8,1
36,2,10,2,6,2,4,1,39,5,0
20,4,0,1,1,3,4,1,40,7,0
22,1,13,2,1,3,4,1,60,4,0
34,1,13,1,1,1,3,1,40,6,1
39,3,7,1,1,2,2,1,40,3,0
57,2,10,2,1,5,4,1,40,3,0
30,14,6,2,1,2,6,1,40,3,0
37,5,15,1,1,1,3,1,60,6,1
51,4,0,1,1,1,3,1,40,8,1
38,4,0,1,1,3,6,1,40,0,0
34,4,0,2,1,3,6,1,35,5,0
47,4,0,2,4,6,4,5,40,0,0
28,4,0,1,2,1,3,1,40,0,0
25,14,6,1,1,3,4,1,24,3,0
25,2,10,2,1,3,4,1,60,5,0
50,12,14,1,1,1,3,1,65,5,1
50,4,0,1,1,1,3,1,40,2,1
43,1,13,1,1,1,3,1,48,2,0
27,4,0,1,1,3,4,1,75,0,0
32,4,0,1,1,1,3,1,50,2,0
44,14,6,1,1,3,6,1,35,0,0
19,4,0,2,1,3,6,5,20,4,0
53,2,10,1,3,5,4,1,40,5,1
21,4,0,1,1,3,4,1,40,0,0
26,4,0,1,1,3,4,1,40,0,0
68,4,0,1,1,1,3,1,12,0,0
31,2,10,1,1,1,3,1,57,4,0
32,1,13,1,1,3,5,1,50,5,1
33,12,14,1,1,3,2,1,40,0,0
49,4,0,1,0,3,4,5,40,0,0
24,3,7,1,1,1,3,1,65,2,0
30,4,0,1,1,1,3,1,42,4,0
49,4,0,1,1,1,3,1,40,2,1
18,3,7,1,1,3,4,5,40,7,0
30,2,10,2,6,3,4,1,37,0,0
51,4,0,1,1,1,3,1,40,2,0
52,2,10,1,1,1,3,1,40,6,0
52,4,0,1,1,2,5,1,30,3,0
23,4,0,1,5,3,2,5,32,3,0
23,14,6,1,2,3,4,1,60,2,0
36,4,0,1,1,1,3,1,48,8,0
19,3,7,1,1,3,5,1,25,2,0
53,4,0,1,2,1,3,1,60,2,0
17,3,7,1,1,3,2,1,25,7,0
69,4,0,2,1,5,4,1,8,7,0
46,1,13,2,5,2,6,1,40,6,0
33,4,0,1,1,4,4,1,46,1,0
40,2,10,1,1,1,3,1,45,8,0
56,2,10,1,1,1,3,1,60,0,0
29,12,14,1,5,1,3,1,40,6,0
41,2,10,2,1,2,6,1,38,0,0
22,4,0,1,1,1,3,1,45,4,0
28,10,4,1,1,1,3,1,40,2,0
31,1,13,1,1,1,3,1,46,2,0
35,1,13,2,1,3,4,1,40,6,0
38,2,10,1,1,1,3,5,40,8,0
17,14,6,2,1,3,2,1,10,3,0
39,14,6,1,1,1,3,1,40,2,0
27,2,10,1,2,3,4,5,40,3,0
50,4,0,2,1,3,2,1,40,0,0
56,4,0,1,5,1,3,1,40,0,0
80,4,0,1,2,1,3,1,20,0,0
38,2,10,2,2,1,1,1,15,0,0
52,4,0,1,6,1,3,5,40,0,1
26,1,13,1,5,3,2,5,38,6,0
43,4,0,2,1,2,2,2,40,3,0
45,1,13,2,1,3,4,1,42,5,0
41,8,11,1,3,1,3,5,40,5,1
30,7,12,2,1,2,4,1,25,0,0
24,2,10,1,1,1,3,1,40,2,0
43,2,10,2,5,2,6,1,20,3,0
44,1,13,1,1,1,3,1,70,5,1
54,4,0,1,1,2,4,5,40,0,0
23,1,13,2,1,3,2,1,40,6,1
33,4,0,1,2,1,3,1,60,4,1
18,3,7,1,1,3,2,1,16,3,0
38,2,10,2,1,4,6,1,40,6,0
41,8,11,1,2,1,3,1,45,0,0
22,11,8,1,0,3,4,1,48,0,0
66,10,4,1,3,1,3,1,40,2,1
70,4,0,1,0,1,3,1,40,0,0
58,14,6,2,2,1,1,1,35,2,1
60,12,14,2,2,2,6,1,10,6,0
24,14,6,1,5,3,6,5,65,2,0
61,3,7,2,1,2,6,1,36,3,0
35,1,13,1,5,1,3,1,40,2,0
19,2,10,2,1,3,2,1,40,6,0
52,4,0,2,1,3,6,5,40,0,0
38,1,13,1,2,1,3,1,50,4,1
39,4,0,1,2,1,3,1,40,4,0
33,1,13,1,2,1,3,1,50,2,0
52,4,0,2,1,2,6,1,40,0,0
41,4,0,2,1,4,6,1,44,8,0
37,2,10,1,1,1,3,1,55,4,0
38,1,13,1,5,1,3,1,45,6,1
27,2,10,2,1,3,4,1,40,5,0
38,12,14,2,1,3,6,1,40,0,0
38,1,13,1,2,1,3,2,60,6,1
49,4,0,1,2,1,3,1,30,1,1
38,1,13,1,1,3,4,1,45,4,1
22,4,0,1,1,3,5,1,55,8,0
40,7,12,1,4,1,3,1,40,6,1
20,4,0,1,1,1,3,1,40,2,0
34,15,16,2,4,3,4,1,99,6,0
24,12,14,1,1,3,4,1,56,0,0
58,1,13,1,4,4,4,1,40,6,1
24,2,10,2,1,3,2,1,40,0,0
43,4,0,1,1,3,4,1,45,2,0
38,4,0,2,1,3,2,1,40,5,0
42,4,0,1,1,1,3,1,40,2,0
27,2,10,1,1,1,3,1,40,8,0
18,14,6,2,1,3,2,1,20,4,0
37,4,0,1,1,3,5,3,48,2,1
48,4,0,1,1,2,4,1,65,0,0
40,10,4,2,1,4,4,1,25,3,0
50,1,13,1,3,1,3,2,50,5,1
57,4,0,2,1,4,4,3,35,4,0
36,2,10,1,5,1,3,1,60,0,1
41,4,0,1,1,1,3,1,40,0,0
90,10,4,1,1,1,3,1,40,8,0
66,10,4,2,1,5,4,5,10,3,0
34,4,0,2,2,1,1,1,12,0,0
23,4,0,1,1,3,2,2,1,2,0
35,4,0,1,1,1,3,1,55,0,0
32,4,0,1,1,1,3,1,40,2,0
33,1,13,1,1,3,4,5,50,6,1
32,8,11,1,3,1,3,1,40,5,0
31,2,10,1,1,1,3,2,40,2,0
32,2,10,1,2,1,3,1,50,4,0
40,4,0,1,1,1,3,1,40,3,0
27,4,0,1,2,3,4,1,30,0,0
34,4,0,1,5,3,4,3,40,0,0
35,8,11,2,1,1,1,5,40,3,1
29,2,10,1,1,1,3,1,40,5,0
41,4,0,2,1,4,6,5,20,3,0
33,15,16,2,6,1,1,1,48,6,1
22,4,0,2,0,1,2,1,20,0,0
52,1,13,1,1,1,3,1,40,6,1
20,4,0,1,1,1,3,1,40,2,0
18,3,7,1,5,3,2,1,10,0,0
63,1,13,1,1,1,3,1,50,6,1
49,10,4,2,1,2,6,1,35,3,0
58,4,0,1,1,1,3,1,40,4,0
23,4,0,2,2,2,6,1,50,3,0
59,4,0,1,1,1,3,1,40,2,1
49,2,10,1,2,1,3,1,40,5,0
23,1,13,2,5,3,2,1,15,6,0
17,14,6,1,0,3,2,1,40,0,0
20,3,7,1,1,3,4,1,40,7,0
36,8,11,1,1,1,3,1,50,5,1
64,2,10,2,1,5,4,1,3,5,0
34,2,10,2,1,3,4,1,40,5,0
63,7,12,2,1,6,5,1,35,0,0
51,4,0,2,1,3,4,5,40,0,0
40,2,10,2,6,2,4,5,35,0,0
55,0,5,1,1,1,3,1,55,2,0
35,4,0,1,1,2,4,1,46,2,0
30,1,13,1,1,3,4,1,25,8,0
47,1,13,1,0,1,3,1,18,0,0
29,14,6,1,1,3,4,5,40,2,0
17,3,7,2,0,3,2,1,8,0,0
32,5,15,1,2,1,3,1,45,6,1
55,1,13,1,1,1,3,1,40,8,0
47,2,10,1,5,2,4,1,56,5,1
50,1,13,1,1,2,4,1,40,3,0
42,4,0,1,1,1,3,5,45,2,1
32,2,10,1,2,1,3,1,55,2,1
60,7,12,1,1,1,3,1,30,4,0
53,4,0,1,1,1,3,1,40,2,0
58,1,13,1,1,5,6,1,40,5,1
45,1,13,1,1,3,4,1,30,6,0
31,4,0,1,1,3,2,1,40,5,0
32,4,0,1,2,3,4,1,40,2,0
37,2,10,2,1,2,6,1,30,3,0
28,2,10,2,1,3,4,1,60,0,0
26,11,8,1,1,3,4,1,40,2,0
47,4,0,1,3,1,3,1,80,5,1
34,2,10,1,1,1,3,1,50,5,1
42,4,0,1,1,2,4,5,40,8,0
48,1,13,2,1,1,1,1,40,1,1
32,4,0,2,1,3,6,5,40,8,0
35,8,11,2,1,1,1,1,42,5,1
46,15,16,2,5,1,1,1,52,6,1
38,2,10,1,1,1,3,1,40,3,0
49,4,0,1,0,6,4,1,70,0,0
35,1,13,1,1,1,3,1,40,0,1
61,4,0,1,0,2,4,1,40,0,0
45,7,12,1,1,2,6,5,35,0,0
31,1,13,1,1,3,4,1,40,5,0
52,2,10,1,3,1,3,1,60,5,1
20,2,10,1,1,3,2,1,50,7,0
64,3,7,1,0,1,3,1,30,0,0
20,2,10,1,0,3,2,1,40,0,0
24,12,14,1,1,3,4,1,50,1,0
29,8,11,1,1,1,3,1,40,2,1
23,1,13,2,1,3,4,1,40,5,0
34,4,0,1,6,1,3,1,40,0,0
54,12,14,2,1,5,6,1,38,0,0
21,2,10,2,1,3,4,1,30,3,0
23,1,13,2,1,3,2,1,30,0,0
79,10,4,2,1,5,4,1,30,0,0
55,12,14,1,1,1,3,1,40,5,1
42,4,0,1,0,6,4,1,35,0,0
60,4,0,2,1,2,6,1,40,1,0
37,7,12,1,1,2,4,5,40,2,0
47,4,0,1,1,2,4,1,40,0,0
20,2,10,1,6,3,2,1,40,0,0
53,1,13,1,1,3,4,1,40,3,0
34,4,0,2,1,1,1,1,40,8,0
43,2,10,2,1,2,6,5,40,6,0
24,2,10,1,2,1,3,1,60,0,0
23,4,0,1,1,3,2,3,40,0,0
29,8,11,1,1,3,4,4,40,8,0
58,2,10,2,1,2,6,5,40,0,0
55,7,12,1,0,1,3,5,40,0,1
40,12,14,2,1,3,2,1,40,0,0
43,2,10,2,4,1,1,1,40,0,0
25,12,14,1,6,3,4,1,40,5,0
23,1,13,1,5,3,2,1,24,6,0
34,4,0,1,3,1,3,1,50,2,0
26,2,10,2,1,4,6,1,35,4,0
60,15,16,2,1,3,4,1,65,6,1
39,4,0,1,1,1,3,1,50,0,1
21,4,0,1,1,3,2,1,40,3,0
45,4,0,1,1,1,3,1,45,0,0
33,2,10,1,1,3,4,1,40,5,0
26,1,13,1,1,3,4,1,70,5,1
39,2,10,2,1,2,6,1,45,0,0
29,7,12,2,1,3,4,1,40,6,1
29,2,10,2,0,3,2,5,40,0,0
52,3,7,1,1,1,3,1,40,3,0
34,1,13,1,1,1,3,1,30,3,1
24,4,0,1,1,3,4,1,48,8,0
77,15,16,1,3,1,3,1,40,0,1
34,12,14,1,2,1,3,1,60,0,0
53,0,5,1,2,1,3,1,70,0,0
31,4,0,1,1,4,4,5,40,2,0
58,4,0,2,1,2,4,1,15,4,0
50,12,14,1,2,1,3,1,55,4,1
32,4,0,1,1,1,3,1,40,2,0
57,4,0,2,1,2,4,1,40,3,0
